id,message_content,spam_status,language,timestamp
50,"🎬```Hitman 2```

🎞**Movie Info**
**Hitman 2** (Korean: 히트맨 2) is an upcoming South Korean action comedy film directed by Choi Won-sub. The film, a sequel to the 2020 film Hitman: Agent Jun, stars Kwon Sang-woo, Jung Joon-ho, Lee Yi-kyung, Hwang Woo-seul-hye, Kim Sung-oh, Lee Ji-won, Lee Soon-won and Kim Sung-oh. It was released on January 22, 2025.

📝️**Synopsis**:
Jun, who gained brief fame as the creator of the webtoon Assassination Agent Jun, quickly earns the reputation of a "brainless writer" after Season 2 gets criticized miserably, but things take a turn when a real-life terrorist attack mirrors the plot of Season 2, leaving Jun wrongly accused by the NIS of being the mastermind behind the crime.

😀**Genre**: #Comedy #Action
🗣**Language**: Korean
🌍**Country**: South Korea
🗓**Release Date**: January 22, 2025
⏳**Running time**: 118 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Hitman_2_(2025_film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",Spam,Unknown,"2025-02-02 09:56:34"
51,"🚨 *செப்.5 வரை பருப்பு, பாமாயில் பெறலாம்..!*","Not Spam",Unknown,"2025-02-02 09:56:34"
52,"*வாரயிறுதி நாட்களில் அதிக நேரம் தூங்குபவர்களா நீங்கள்..?*

ஆமாம்பா.. ஆமா..! - 😍
இல்லையே..! - 😥
Week end-லயும் வேலைக்கு போற Me - 🥺","Not Spam",Unknown,"2025-02-02 09:56:34"
53,"தெலுங்கு திரையுலகில் நடக்கும் பாலியல் தொல்லை தொடர்பான விசாரணை அறிக்கை கோரும் நடிகை சமந்தா!","Not Spam",Unknown,"2025-02-02 09:56:35"
54,"*Money.. Money.. Money.. Money* 💸💰

13 years of Venkat Prabhu's mass game 💥","Not Spam",Unknown,"2025-02-02 09:56:35"
55,"தமிழ்நாடு கைவினைக் கலைஞர்களுக்கு அமெரிக்காவில் கௌரவம்!","Not Spam",Unknown,"2025-02-02 09:56:35"
56,"*'தடம்' பெட்டகம்*","Not Spam",Unknown,"2025-02-02 09:56:36"
57,"*Sai Sudharsan scores his first County Championship hundred 💥*","Not Spam",Unknown,"2025-02-02 09:56:36"
58,"*என்ன மக்களே.. உங்க ஏரியாவுலயும் மழையா..?* 🌧️","Not Spam",Unknown,"2025-02-02 09:56:36"
59,"*சிறுவன் ஓட்டிய கார் மோதி ஒருவர் உயிரிழப்பு!*

Get your licence and drive safely 🙏","Not Spam",Unknown,"2025-02-02 09:56:36"
60,"_*GUS ATKIN-SENSATIONAL 💥*_","Not Spam",Unknown,"2025-02-02 09:56:37"
61,"Agriculture success story : இந்த காலத்திலும் மூன்று போக விவசாயம்...  #local18

https://tamil.news18.com/videos/tamil-nadu/agriculture-success-story-three-way-agriculture-in-this-era-too-local18-1717377.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:37"
62,"TVK Vijay  | பனையூரில் நடிகர் விஜயை சந்தித்த ஜப்பானியர்கள் | N18S

https://tamil.news18.com/videos/tamil-nadu/tvk-vijay-japanese-people-met-actor-vijay-in-panayur-n18s-1717375.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:37"
63,"Sollathigaram | ஒரு லட்சம் கோடி இழப்பை எப்படி சரி செய்ய போறாங்க? | N18S

https://tamil.news18.com/videos/tamil-nadu/sollathigaram-how-are-they-going-to-fix-the-loss-of-one-lakh-crores-n18s-1717373.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:38"
64,"Sollathigaram | "எல்லாருமே வரி கட்டி கொண்டுதான் இருக்கோம்" -பாலச்சந்திரன் | N18S

https://tamil.news18.com/videos/tamil-nadu/sollathigaram-we-are-all-paying-taxes-balachandran-n18s-1717369.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:38"
65,"Sollathigaram | இளைஞர்கள் நலனுக்கான ஒரு அம்சம் இது -பேரா ஆசிர்வாதம் ஆச்சாரி | N18S

https://tamil.news18.com/videos/tamil-nadu/sollathigaram-this-is-a-feature-for-the-welfare-of-the-youth-bera-ashirvadham-acharya-n18s-1717371.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:38"
66,"Gold Bonds | மத்திய அரசின்  கஜானாவை காலி செய்த தங்க கடன் பத்திர திட்டம் | Union Budget 2025 | N18S

https://tamil.news18.com/videos/tamil-nadu/gold-bonds-the-gold-bond-scheme-that-emptied-the-central-government-s-treasury-union-budget-2025-n18s-1717349.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:39"
67,"Thulam Rasi | துலாம் ராசிக்கு இனி நல்ல காலகட்டம் வரப்போகுது | Jothidar Shelvi | N18V

https://tamil.news18.com/videos/tamil-nadu/thulam-rasi-good-times-are-coming-for-libra-jothidar-shelvi-n18v-1717320.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:39"
68,"TVK Vijay | விஜயை நேரில் பார்த்ததும் ஆச்சரியத்தில் உறைந்து போன ஜப்பான் பெண் | Japan Vijay Fan

https://tamil.news18.com/videos/tamil-nadu/tvk-vijay-japanese-woman-freezes-in-surprise-after-seeing-vijay-in-person-japan-vijay-fan-1717314.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 09:56:39"
69,"Crime Time | பிரியாணி கடைக்கு உரிமம் - மோசடி!- 239 பேரிடம் ரூ. 25 கோடி அபேஸ் - புகார்..

https://tamil.news18.com/videos/tamil-nadu/crime-time-license-for-biryani-shop-fraud-239-people-were-cheated-of-rs-25-crore-complaint-1717250.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",Spam,Unknown,"2025-02-02 09:56:40"
70,"Crime Time | போலி நாக மாணிக்க கற்கள் விற்பனை.. - பல கோடி ரூபாய்க்கு டீல்..

https://tamil.news18.com/videos/tamil-nadu/crime-time-fake-naga-gemstones-for-sale-deal-for-crores-of-rupees-1717248.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",Spam,Unknown,"2025-02-02 09:56:40"
71,"குழந்தையை குப்பையில் மறைக்க முயற்சி.. ரத்தப் போக்கால் வெளிவந்த உண்மை..

https://tamil.news18.com/tamil-nadu/a-college-student-who-gave-birth-to-herself-the-brutality-of-throwing-the-child-in-the-trash-nw-asg-ws-b-1717511.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:08"
72,"அந்த பையனுக்கு பயம் இல்ல... ஆஃப் ரோடு ரேஸில் புழுதி பறக்க கெத்து காட்டும் 8 வயது சிறுவன்..

https://tamil.news18.com/sports/8-year-old-boy-rithin-sai-studying-in-3rd-standard-in-coimbatore-has-been-setting-many-records-in-dirt-bike-racing-rkj-mkn-local18-ws-b-1717424.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:08"
73,"**👋 𝖧𝖾𝗒 **[**Vishnu🐾**](tg://user?id=771339455)**
📁 𝖸𝗈𝗎𝗋 𝖥𝗂𝗅𝖾𝗌 𝖠𝗋𝖾 𝖱𝖾𝖺𝖽𝗒

♨️ 𝖯𝗈𝗐𝖾𝗋𝖾𝖽 𝖡𝗒 ****@rzxbots**","Not Spam",Unknown,"2025-02-02 12:57:08"
74,"Mazhayethum Munpe","Not Spam",Unknown,"2025-02-02 12:57:08"
75,"சேலம் ஜங்ஷனில் ரூ.5-க்கு சுத்திகரிக்கப்பட்ட குடிநீா்..! ரயில் பயணிகள் மகிழ்ச்சி..!!

https://tamil.news18.com/salem/purified-drinking-water-at-salem-junction-for-rs-5-train-passengers-are-happy-snk-gwi-local18-1717546.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:08"
76,"**𝖨 𝖢𝗈𝗎𝗅𝖽𝗇'𝗍 𝖥𝗂𝗇𝖽 𝖠𝗇𝗒𝗍𝗁𝗂𝗇𝗀 𝖱𝖾𝗅𝖺𝗍𝖾𝖽 𝖳𝗈 𝖳𝗁𝖺𝗍.🥲
𝖣𝗂𝖽 𝖸𝗈𝗎 𝖬𝖾𝖺𝗇 𝖠𝗇𝗒 𝖮𝖿 𝖳𝗁𝖾𝗌𝖾?🧐**","Not Spam",Unknown,"2025-02-02 12:57:09"
77,"TVK Vijay | நடிகர் - அரசியல் தலைவர்!! - 2வது ஆண்டில் தவெக!! ஓர் ஆண்டில் விஜய் செய்த சாதனை!!

https://tamil.news18.com/videos/tamil-nadu/tvk-vijay-actor-political-leader-thaveka-in-2nd-year-vijay-s-achievements-in-one-year-1717516.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:09"
78,"[@vis_hnu_s](tg://user?id=771339455) [`771339455`] has sent a 🔗 Link without authorization. 
**Action:** Warn (1/3) ❕","Not Spam",Unknown,"2025-02-02 12:57:09"
79,"ECR Car Chasing Case | சென்னையை உலுக்கிய சம்பவம்.. நள்ளிரவில் கார் சேஸ்!! - சிக்கிய 5 பேர்?

https://tamil.news18.com/videos/tamil-nadu/ecr-car-chasing-case-the-incident-that-shook-chennai-car-chase-in-the-middle-of-the-night-5-people-caught-1717507.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:09"
80,"**𝖨 𝖢𝗈𝗎𝗅𝖽𝗇'𝗍 𝖥𝗂𝗇𝖽 𝖠𝗇𝗒𝗍𝗁𝗂𝗇𝗀 𝖱𝖾𝗅𝖺𝗍𝖾𝖽 𝖳𝗈 𝖳𝗁𝖺𝗍.🥲
𝖣𝗂𝖽 𝖸𝗈𝗎 𝖬𝖾𝖺𝗇 𝖠𝗇𝗒 𝖮𝖿 𝖳𝗁𝖾𝗌𝖾?🧐**","Not Spam",Unknown,"2025-02-02 12:57:09"
81,"Rate Hike Products | Union Budget 2025 |  விலையில் மாற்றம் வரும் பொருட்கள் இவைதான்!! - பக்கா லிஸ்ட்

https://tamil.news18.com/videos/tamil-nadu/rate-hike-products-union-budget-2025-these-are-the-products-whose-prices-will-change-pakka-list-1717503.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:09"
82,"Marco malayalam","Not Spam",Unknown,"2025-02-02 12:57:09"
83,"TVK District Party Members Complaint | "சாதி பார்க்கும் தவெக கட்சி" ஆதங்கத்தை கொட்டிய நிர்வாகிகள்

https://tamil.news18.com/videos/tamil-nadu/tvk-district-party-members-complaint-caste-seeking-tvk-party-executives-who-dropped-the-blame-1717501.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram","Not Spam",Unknown,"2025-02-02 12:57:09"
84,"**👋 𝖧𝖾𝗒 **[**A**](tg://user?id=7311768052)**
📁 𝖸𝗈𝗎𝗋 𝖥𝗂𝗅𝖾𝗌 𝖠𝗋𝖾 𝖱𝖾𝖺𝖽𝗒

♨️ 𝖯𝗈𝗐𝖾𝗋𝖾𝖽 𝖡𝗒 ****@rzxbots**","Not Spam",Unknown,"2025-02-02 12:57:09"
85,"Crime Time | ஆசிரியர் பணி வாங்கித் தருவதாக சீட்டிங்.. பதிவு எழுத்தரின் பக்கா பிளான்.. | Cuddalore

https://tamil.news18.com/videos/tamil-nadu/crime-time-cheating-on-teacher-to-get-job-registration-clerk-s-plan-cuddalore-1717492.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",Spam,Unknown,"2025-02-02 12:57:09"
86,"Anand sreebala","Not Spam",Unknown,"2025-02-02 12:57:09"
87,"Crime Time | கல்லூரி கழிவறையில் மாணவிக்கு பிரசவம்.. யூடியூப் பார்த்து தொப்புள் கொடி அகற்றம்!

https://tamil.news18.com/videos/tamil-nadu/crime-time-student-gives-birth-in-college-toilet-umbilical-cord-removed-after-watching-youtube-1717488.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",Spam,Unknown,"2025-02-02 12:57:09"
88,"**👋 𝖧𝖾𝗒 **[**thahzhen**](tg://user?id=998716489)**
📁 𝖸𝗈𝗎𝗋 𝖥𝗂𝗅𝖾𝗌 𝖠𝗋𝖾 𝖱𝖾𝖺𝖽𝗒

♨️ 𝖯𝗈𝗐𝖾𝗋𝖾𝖽 𝖡𝗒 ****@rzxbots**","Not Spam",Unknown,"2025-02-02 12:57:10"
89,"Crime Time | போலி பெண் மருத்துவர் கைது.. ஆங்கில மருத்துவம் பார்த்த அதிர்ச்சி!| Madurai | Fake Doctor

https://tamil.news18.com/videos/tamil-nadu/crime-time-fake-female-doctor-arrested-shocked-to-see-english-medicine-madurai-fake-doctor-1717483.html??utm_source=telegram&utm_medium=social&utm_campaign=telegram",Spam,Unknown,"2025-02-02 12:57:10"
